"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","ADDITIONAL_LOCATION_NAME","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"T.R.I. Center, Inc.","16350","1369 Broadway","New York","New York","NY","10018","","T.R.I. Center, Inc.  OP R","51959","New York","1369 Broadway","New York","NY","10018","7200","Mr. Jose Gonzalez","tricenter@msn.com","2122688830","","Outpatient","Outpatient Rehabilitation","","","","","","",""
"T.R.I. Center, Inc.","16350","1369 Broadway","New York","New York","NY","10018","","T.R.I. Center, Inc. OP","6015","New York","1369 Broadway","New York","NY","10018","7200","Mr. Jose Gonzalez","tricenter@msn.com","2122688830","","Outpatient","Outpatient Clinic","2122688830","","","","","",""
"The Bridge, Inc.","18130","290 Lenox Avenue","New York","New York","NY","10027","","The Bridge, Inc. OP","7371","New York","248-250 W 108th St","New York","NY","10025","2956","Ms. Jessica O'Neill","joneill@thebridgeny.org","2126633000","1421","Outpatient","Outpatient Clinic","2126633000","1401","","","","",""
"The Bridge, Inc.","18130","290 Lenox Avenue","New York","New York","NY","10027","","The Bridge, Inc. OP R","52639","New York","248-250 W 108th St","New York","NY","10025","2956","Ms. Jessica O'Neill","joneill@thebridgeny.org","2126633000","1421","Outpatient","Outpatient Rehabilitation","2126633000","1401","","","","",""
"The Educational Alliance, Inc.","70590","197 E Broadway","New York","New York","NY","10002","5507","Pride Site SRR","53069","New York","25-29 Avenue D","New York","NY","10009","","Luis Corchado","lcorchado@edalliance.org","6463954410","","Residential","820 Stabil Rehab Reintegration","","","","","","",""
"The Educational Alliance, Inc.","70590","197 E Broadway","New York","New York","NY","10002","5507","Project Contact OP","55","New York","25-29 Avenue D","New York","NY","10009","","Suzette Ross","sross@edalliance.org","6463954406","","Outpatient","Outpatient Clinic","6463954363","","The Educational Alliance, Inc.","150 William Street","New York","10038","New York"
"The New York and Presbyterian Hospital","81170","525 E 68th St","New York","New York","NY","10065","","New York & Presbyterian Hospital OMM","52205","New York","503 E 70th St","New York","NY","10021","4872","Mr. Kim V Alexander","kia2001@nyp.org","2127461252","",Opioid Treatment Program,"Medical Maintenance","","","","","","",""
"The New York and Presbyterian Hospital","81170","525 E 68th St","New York","New York","NY","10065","","New York & Presbyterian Hospital OTP","331","New York","503 E 70th St","New York","NY","10021","4872","Mr. Kim V Alexander","kia2001@nyp.org","2127461252","",Opioid Treatment Program,"Opioid Outpatient Treatment","2127461252","","","","","",""
"Upper Manhattan Mental Health Center","70490","1727 Amsterdam Ave","New York","New York","NY","10031","4611","Alcoholism & Sub. Abuse Treatment OP","50962","New York","1727 Amsterdam Ave","New York","NY","10031","4611","Mr. Luis A Laboy MPA","llaboy@bowencsc.org","7185981390","","Outpatient","Outpatient Clinic","2126949400","380","","","","",""
"Upper Manhattan Mental Health Center","70490","1727 Amsterdam Ave","New York","New York","NY","10031","4611","Upper Manhattan MH Center CR","51809","New York","2009 3rd Ave","New York","NY","10029","3208","Ms. Maritza Senecharles","msenecharles@bowencsc.org","2123484660","103","Residential","Community Residential","2123484765","","","","","",""
"Vida Family Services, Inc.","1249","E 105th Street","New York","New York","NY","10029","4917","Vida Family Services OP","7179","New York","127 E 105th St","New York","NY","10029","4917","Mr. Victor Delgado","Chrisnazariovfs@aol.com","2122891004","211","Outpatient","Outpatient Clinic","2122891004","211","","","","",""
"West Midtown Management Group, Inc.","29520","311 W 35 St","New York","New York","NY","10001","1701","West Midtown Management Group OP 1","51843","New York","505 8th Ave","New York","NY","10018","6505","Ms. Rebecca Herman","rherman@westmidtownmedical.com","2127365900","157","Outpatient","Outpatient Clinic","2127365900","157","","","","",""
"West Midtown Management Group, Inc.","29520","311 W 35 St","New York","New York","NY","10001","1701","West Midtown Management Group OTP","1482","New York","311 W 35th St","New York","NY","10001","1701","Ms. Cindy Rosario","crosario@westmidtownmedical.com","2127365900","129",Opioid Treatment Program,"Opioid Outpatient Treatment","2127365900","288","","","","",""
"West Midtown Management Group, Inc.","29520","311 W 35 St","New York","New York","NY","10001","1701","West Midtown Management Group OTP 1","1483","New York","311 W 35th St","New York","NY","10001","1701","Ms. Abigail Rodriguez","arodriguez@westmidtownmedical.com","2127365900","174",Opioid Treatment Program,"Opioid Outpatient Treatment","2127365900","288","","","","",""
"Beacon Center","32812","3354 Sheridan Dr","Amherst","Erie","NY","14226","1439","Beacon Center OP","7330","Niagara","417 3rd St","Niagara Falls","NY","14301","","Mrs. Jacqueline West","jwest@beaconcenter.net","7162824480","115","Outpatient","Outpatient Clinic","7162824480","","","","","",""
"Beacon Center","32812","3354 Sheridan Dr","Amherst","Erie","NY","14226","1439","Beacon Center OP 3","51818","Niagara","36 East Ave","Lockport","NY","14094","3708","Mrs. Jacqueline West","jwest@beaconcenter.net","7164396815","115","Outpatient","Outpatient Clinic","7164396815","","","","","",""
"Cazenovia Recovery Systems, Inc.","38170","2671 Main St","Buffalo","Erie","NY","14214","2030","Cazenovia Recovery Systems SL 1","52932","Niagara","76 West Ave","Lockport","NY","14094","3641","Ms. Tina McCarty-Neveu CASAC","tmccarty-neveu@cazenoviarecovery.org","7162828510","","Residential","Supportive Living","7168524331","304","","","","",""
"Cazenovia Recovery Systems, Inc.","38170","2671 Main St","Buffalo","Erie","NY","14214","2030","Cazenovia RS -  Madonna House RRh","53076","Niagara","5586 Niagara St Ext","Lockport","NY","14094","","Ms. Katrina Norris","knorris@cazenoviarecovery.org","7164389191","204","Residential","820 Residential Rehabilitation","7168524331","304","","","","",""
"Cazenovia Recovery Systems, Inc.","38170","2671 Main St","Buffalo","Erie","NY","14214","2030","Somerset House CR","52889","Niagara","7397 Lake Rd","Appleton","NY","14008","","Ms. Erin DeWolfe LCSW","edewolfe@cazenoviarecovery.org","7167953719","","Residential","Community Residential","7168524331","304","","","","",""
"Cazenovia Recovery Systems, Inc.","38170","2671 Main St","Buffalo","Erie","NY","14214","2030","Sundram Manor CR","52886","Niagara","431 Memorial Pkwy","Niagara Falls","NY","14303","1407","Ms. Angela Angora","aangora@cazenoviarecovery.org","7165668139","","Residential","Community Residential","7168524331","304","","","","",""
"Eastern Niagara Hospital, Inc.","81760","2600 William St.","Newfane","Niagara","NY","14108","","Reflections Recovery Centre IP","51208","Niagara","2600 William St","Newfane","NY","14108","1026","Tracy Y Hunt","thunt@enhs.org","7165145511","","Inpatient","Inpatient Rehabilitation","7165145561","","","","","",""
"Horizon Health Services, Inc.","11130","55 Dodge Rd","Getzville","Erie","NY","14068","1205","Lockport Recovery Center OP","51804","Niagara","637 Davison Rd","Lockport","NY","14094","","Alix Hutchison","ahutchison@horizon-health.org","7164332484","","Outpatient","Outpatient Clinic","7164332484","","","","","",""
"Horizon Health Services, Inc.","11130","55 Dodge Rd","Getzville","Erie","NY","14068","1205","Niagara Falls Recovery Center OP","50030","Niagara","6520 Niagara Falls Blvd","Niagara Falls","NY","14304","1550","Kaitlyn Erb","kerb@horizon-health.org","7162832000","","Outpatient","Outpatient Clinic","7162832000","","Horizon Health Services, Inc.","6321 Inducon Drive East","Sanborn","14132","Niagara"
"Horizon Health Services, Inc.","11130","55 Dodge Rd","Getzville","Erie","NY","14068","1205","Pine Avenue Recovery Center OP","52194","Niagara","2400 Pine Ave","Niagara Falls","NY","14301","","Nicole Dunbar","ndunbar@horizon-health.org","7165051060","","Outpatient","Outpatient Clinic","7165051060","","","","","",""
"Horizon Village, Inc","25820","55 Dodge Rd","Getzville","Erie","NY","14068","1205","Aurora Village SRR","53231","Niagara","6298 Inducon Dr E","Sanborn","NY","14132","","Melissa Wegst","mwegst@horizon-health.org","7162198700","","Residential","820 Stabil Rehab Reintegration","7168311800","","","","","",""
"Horizon Village, Inc","25820","55 Dodge Rd","Getzville","Erie","NY","14068","1205","Delta Village SRR","52953","Niagara","6302 Inducon Dr E","Sanborn","NY","14132","","Megan Gorski","MGorski@horizon-village.org","7166389222","","Residential","820 Stabil Rehab Reintegration","7168311800","","","","","",""
"Horizon Village, Inc","25820","55 Dodge Rd","Getzville","Erie","NY","14068","1205","Freedom Village SRR","52997","Niagara","6331 Inducon Dr E","Sanborn","NY","14132","","Joe Rivett","jrivett@horizon-health.org","7162501860","","Residential","820 Stabil Rehab Reintegration","7168311800","","","","","",""
"Horizon Village, Inc","25820","55 Dodge Rd","Getzville","Erie","NY","14068","1205","Horizon Village, Inc. SRR","52998","Niagara","6301 Inducon Dr E","Sanborn","NY","14132","9014","Nicholas Gazzoli","ngazzoli@horizon-health.org","7167312030","","Residential","820 Stabil Rehab Reintegration","7168311800","","","","","",""
"Mt. St. Mary's Hospital/Niagara Falls","81790","5300 Military Rd","Lewiston","Niagara","NY","14092","1997","Clearview Treatment Services IP","52859","Niagara","5300 Military Rd","Lewiston","NY","14092","1903","Ms. Karen Hogan","Karen.Hogan@CHSBuffalo.org","7162982115","","Inpatient","Inpatient Rehabilitation","7162982117","","","","","",""
"Niagara County Dept Mental Health Srvs","70150","5467 Upper Mountain Road","Lockport","Niagara","NY","14094","1895","Niagara Co Dept of MH Services OP","52984","Niagara","1001 11th St","Niagara Falls","NY","14301","1201","Carol Ross","carol.ross@niagaracounty.com","7164397401","","Outpatient","Outpatient Clinic","","","Niagara County Department of Mental Health Services","5467 Upper Mountain Road","Lockport","14094","Niagara"
"Northpointe Council, Inc.","38020","800 Main St","Niagara Falls","Niagara","NY","14301","1156","First Step Center MMW","8028","Niagara","2470 Allen Ave","Niagara Falls","NY","14303","1908","Ms. Laura Guglielmi","lguglielmi@northpointecouncil.org","7162853421","","Crisis","Medically Monitored Withdrawal","","","","","","",""
"Northpointe Council, Inc.","38020","800 Main St","Niagara Falls","Niagara","NY","14301","1156","First Step Center MSW IP","52971","Niagara","2470 Allen Ave","Niagara Falls","NY","14303","1908","Ms. Laura Guglielmi","lguglielmi@northpointecouncil.org","7162853421","","Crisis","Med Sup Withdrawal - Inpatient","","","","","","",""
"Northpointe Council, Inc.","38020","800 Main St","Niagara Falls","Niagara","NY","14301","1156","Northpointe Council, Inc OTP","52232","Niagara","1001 11th St","Niagara Falls","NY","14301","1201","Mrs. Carrie Clare","cclare@northpointecouncil.org","7162788110","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Northpointe Council, Inc.","38020","800 Main St","Niagara Falls","Niagara","NY","14301","1156","Northpointe Council, Inc. OP","50083","Niagara","41 Main St","Lockport","NY","14094","3662","Mr. Michael Owczarczak","mowczarczak@northpointecouncil.org","7164333846","","Outpatient","Outpatient Clinic","","","Northpointe Council, Inc.","6395 Old Niagara Road","Lockport","14094","Niagara"
"Northpointe Council, Inc.","38020","800 Main St","Niagara Falls","Niagara","NY","14301","1156","Northpointe Council, Inc. OP 1","51852","Niagara","1001 11th St","Niagara Falls","NY","14301","1201","Mrs. Brittany Conte","bconte@northpointecouncil.org","7162788110","","Outpatient","Outpatient Clinic","","","","","","",""
"Beacon Center","32812","3354 Sheridan Dr","Amherst","Erie","NY","14226","1439","Beacon Center OP 5","52584","Oneida","1508 Genesee St","Utica","NY","13502","5178","Mrs. Jacqueline West","jwest@beaconcenter.net","3153664100","115","Outpatient","Outpatient Clinic","3153664100","","Buffalo Beacon Corporation","20 Crawford Street","Cortland","13045","Cortland"
"Beacon Center","32812","3354 Sheridan Dr","Amherst","Erie","NY","14226","1439","Beacon Center OP 5","52584","Oneida","1508 Genesee St","Utica","NY","13502","5178","Mrs. Jacqueline West","jwest@beaconcenter.net","3153664100","115","Outpatient","Outpatient Clinic","3153664100","","Buffalo Beacon Corporation","303 West Liberty Street","Rome","13440","Oneida"
"Beacon Center","32812","3354 Sheridan Dr","Amherst","Erie","NY","14226","1439","Beacon Center OTP","53021","Oneida","303 W Liberty St","Rome","NY","13440","","Mrs. Admira Spahic","aspahic@beaconcenter.net","3153664100","153",Opioid Treatment Program,"Opioid Outpatient Treatment","3153671290","","","","","",""
"Catholic Charities of Utica/Rome","20560","1408 Genesee St","Utica","Oneida","NY","13502","","Catholic Charities of Utica/Rome CR","50681","Oneida","1505 Whitesboro  St","Utica","NY","13502","3852","Mr. Robert Valdner CASAC","bvaldner@ccharityom.org","3157388483","","Residential","Community Residential","3157388483","","","","","",""
"Catholic Charities of Utica/Rome","20560","1408 Genesee St","Utica","Oneida","NY","13502","","Catholic Charities of Utica/Rome CR 1","51784","Oneida","1616 Genesee St","Utica","NY","13502","5426","Ms. Elizabeth Nemcek","enemcek@ccharityom.org","3157921007","","Residential","Community Residential","3157921007","","","","","",""
"Central New York Services, Inc.","36370","518 James St","Syracuse","Oneida","NY","13203","","Milestone Dual Recovery Program OP","52222","Oneida","502 Court St","Utica","NY","13502","4233","Brian Decker","bdecker@cnyservices.org","3155075800","","Outpatient","Outpatient Clinic","","","","","","",""
"Delta Recovery Services, LLC","44680","PO Box 367","Washington Mills","Oneida","NY","13479","","Delta Recovery Services, LLC SL","52044","Oneida","1639 Holland Ave","Utica","NY","13501","4713","Mr. Robert Wood","deltarecoveryservices@verizon.net","3159414840","","Residential","Supportive Living","","","","","","",""
"Helio Health, Inc.","36090","555 E Genesee St","Syracuse","Onondaga","NY","13202","2118","Helio Health, Inc. OTP1","53296","Oneida","1213 Court St","Utica","NY","13502","3803","Ms. Kathi Meadows","KMeadows@Helio.Health","3154711564","126",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Insight House Chem Dependency Services","27540","500 Whitesboro St","Utica","Oneida","NY","13502","3015","Insight House IR","4647","Oneida","500 Whitesboro St","Utica","NY","13502","","Mrs. Christina Davis","cdavis@insighthouse.com","3157245168","","Residential","Intensive Residential","3157245168","313","","","","",""
"Insight House Chem Dependency Services","27540","500 Whitesboro St","Utica","Oneida","NY","13502","3015","Insight House OP","674","Oneida","500 Whitesboro St","Utica","NY","13502","3015","Ms. Bonnie Carr CSW","bcarr@insighthouse.com","3157245168","","Outpatient","Outpatient Clinic","3157245168","289","","","","",""
"Insight House Chem Dependency Services","27540","500 Whitesboro St","Utica","Oneida","NY","13502","3015","Insight House OP R","50343","Oneida","500 Whitesboro St","Utica","NY","13502","3015","Ms. Bonnie Carr CSW","bcarr@insighthouse.com","3157245168","265","Outpatient","Outpatient Rehabilitation","3157245168","289","","","","",""
